,Strategy,Modelo,Tbdf,Precision,Recall,Accuracy,F1-score,Real_samples,Predicted_samples,Fp,Fn,Allucination Rate
68,auto_cot,llama3.2_3b,entitlement,0.75,0.04285714285714286,0.04285714285714286,0.08108108108108109,70.0,4.0,1.0,67.0,0.0
69,auto_cot,llama3.2_3b,insulting,0.0,0.0,0.0,0.0,174.0,0.0,0.0,174.0,0.0
70,auto_cot,mistral-nemo_12b,bitter frustration,0.13193885760257443,0.6666666666666666,0.6666666666666666,0.22028206850235058,492.0,2486.0,2158.0,164.0,0.0
71,auto_cot,mistral-nemo_12b,impatience,0.04773413897280967,0.29699248120300753,0.29699248120300753,0.08224882873503384,266.0,1655.0,1576.0,187.0,0.0
72,auto_cot,mistral-nemo_12b,mocking,0.19714285714285715,0.39204545454545453,0.39204545454545453,0.2623574144486692,176.0,350.0,281.0,107.0,0.0
73,auto_cot,mistral-nemo_12b,irony,0.024193548387096774,0.046875,0.046875,0.031914893617021274,64.0,124.0,121.0,61.0,0.0
74,auto_cot,mistral-nemo_12b,vulgarity,0.6111111111111112,0.15492957746478872,0.15492957746478872,0.24719101123595505,71.0,18.0,7.0,60.0,0.0
75,auto_cot,mistral-nemo_12b,threat,0.625,0.21739130434782608,0.21739130434782608,0.3225806451612903,23.0,8.0,3.0,18.0,0.0
76,auto_cot,mistral-nemo_12b,identify attack/name calling,0.1,0.03571428571428571,0.03571428571428571,0.05263157894736842,28.0,10.0,9.0,27.0,0.0
77,auto_cot,mistral-nemo_12b,none,0.9541918755401901,0.24495229642777902,0.24495229642777902,0.3898305084745763,4507.0,1157.0,53.0,3403.0,0.0
78,auto_cot,mistral-nemo_12b,entitlement,0.04838709677419355,0.04285714285714286,0.04285714285714286,0.045454545454545456,70.0,62.0,59.0,67.0,0.0
79,auto_cot,mistral-nemo_12b,insulting,1.0,0.005747126436781609,0.005747126436781609,0.011428571428571429,174.0,1.0,0.0,173.0,0.0
80,auto_cot,mistral_7b,bitter frustration,0.11477305579647297,0.806910569105691,0.806910569105691,0.20096178182738547,492.0,3459.0,3062.0,95.0,0.0
81,auto_cot,mistral_7b,impatience,0.03433055419323198,0.2631578947368421,0.2631578947368421,0.06073752711496746,266.0,2039.0,1969.0,196.0,0.0
82,auto_cot,mistral_7b,mocking,0.28,0.07954545454545454,0.07954545454545454,0.12389380530973451,176.0,50.0,36.0,162.0,0.0
83,auto_cot,mistral_7b,irony,0.041237113402061855,0.0625,0.0625,0.049689440993788817,64.0,97.0,93.0,60.0,0.0
84,auto_cot,mistral_7b,vulgarity,0.0,0.0,0.0,0.0,71.0,1.0,1.0,71.0,0.0
85,auto_cot,mistral_7b,threat,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0
86,auto_cot,mistral_7b,identify attack/name calling,0.06451612903225806,0.07142857142857142,0.07142857142857142,0.06779661016949153,28.0,31.0,29.0,26.0,0.0
87,auto_cot,mistral_7b,none,0.912568306010929,0.03705347237630353,0.03705347237630353,0.07121535181236674,4507.0,183.0,16.0,4340.0,0.0
88,auto_cot,mistral_7b,entitlement,0.09090909090909091,0.014285714285714285,0.014285714285714285,0.024691358024691357,70.0,11.0,10.0,69.0,0.0
89,auto_cot,mistral_7b,insulting,0.0,0.0,0.0,0.0,174.0,0.0,0.0,174.0,0.0
90,auto_cot,phi3_3.8b,bitter frustration,0.10437710437710437,0.12601626016260162,0.12601626016260162,0.1141804788213628,492.0,594.0,532.0,430.0,0.0
91,auto_cot,phi3_3.8b,impatience,0.03524229074889868,0.09022556390977443,0.09022556390977443,0.050686378035902854,266.0,681.0,657.0,242.0,0.0
92,auto_cot,phi3_3.8b,mocking,0.07692307692307693,0.005681818181818182,0.005681818181818182,0.010582010582010581,176.0,13.0,12.0,175.0,0.0
93,auto_cot,phi3_3.8b,irony,0.014256619144602852,0.109375,0.109375,0.025225225225225224,64.0,491.0,484.0,57.0,0.0
94,auto_cot,phi3_3.8b,vulgarity,0.0,0.0,0.0,0.0,71.0,1.0,1.0,71.0,0.0
95,auto_cot,phi3_3.8b,threat,0.0,0.0,0.0,0.0,23.0,26.0,26.0,23.0,0.0
96,auto_cot,phi3_3.8b,identify attack/name calling,0.004777070063694267,0.21428571428571427,0.21428571428571427,0.009345794392523364,28.0,1256.0,1250.0,22.0,0.0
97,auto_cot,phi3_3.8b,none,0.8823529411764706,0.0033281562014643887,0.0033281562014643887,0.006631299734748011,4507.0,17.0,2.0,4492.0,0.0
98,auto_cot,phi3_3.8b,entitlement,0.0,0.0,0.0,0.0,70.0,118.0,118.0,70.0,0.0
99,auto_cot,phi3_3.8b,insulting,0.029411764705882353,0.017241379310344827,0.017241379310344827,0.021739130434782608,174.0,102.0,99.0,171.0,0.0
100,auto_cot,phi4_14b,bitter frustration,0.25862068965517243,0.4573170731707317,0.4573170731707317,0.3303964757709251,492.0,870.0,645.0,267.0,0.0
101,auto_cot,phi4_14b,impatience,0.13595933926302414,0.40225563909774437,0.40225563909774437,0.20322886989553657,266.0,787.0,680.0,159.0,0.0
102,auto_cot,phi4_14b,mocking,0.2109704641350211,0.2840909090909091,0.2840909090909091,0.24213075060532688,176.0,237.0,187.0,126.0,0.0
103,auto_cot,phi4_14b,irony,0.06976744186046512,0.1875,0.1875,0.1016949152542373,64.0,172.0,160.0,52.0,0.0
104,auto_cot,phi4_14b,vulgarity,0.6153846153846154,0.22535211267605634,0.22535211267605634,0.32989690721649484,71.0,26.0,10.0,55.0,0.0
105,auto_cot,phi4_14b,threat,0.7272727272727273,0.34782608695652173,0.34782608695652173,0.47058823529411764,23.0,11.0,3.0,15.0,0.0
106,auto_cot,phi4_14b,identify attack/name calling,0.09302325581395349,0.14285714285714285,0.14285714285714285,0.11267605633802817,28.0,43.0,39.0,24.0,0.0
107,auto_cot,phi4_14b,none,0.919989224137931,0.7577102285333925,0.7577102285333925,0.8310013383623311,4507.0,3712.0,297.0,1092.0,0.0
108,auto_cot,phi4_14b,entitlement,0.0,0.0,0.0,0.0,70.0,11.0,11.0,70.0,0.0
109,auto_cot,phi4_14b,insulting,1.0,0.011494252873563218,0.011494252873563218,0.022727272727272728,174.0,2.0,0.0,172.0,0.0
110,few_shot_3,deepseek-14b,bitter frustration,0.0,0.0,0.0,0.0,492.0,8.0,8.0,492.0,0.0
111,few_shot_3,deepseek-14b,impatience,0.0,0.0,0.0,0.0,266.0,0.0,0.0,266.0,0.0
112,few_shot_3,deepseek-14b,mocking,0.0,0.0,0.0,0.0,176.0,13.0,13.0,176.0,0.0
113,few_shot_3,deepseek-14b,irony,0.0,0.0,0.0,0.0,64.0,10.0,10.0,64.0,0.0
114,few_shot_3,deepseek-14b,vulgarity,0.0,0.0,0.0,0.0,71.0,4.0,4.0,71.0,0.0
115,few_shot_3,deepseek-14b,threat,0.0,0.0,0.0,0.0,23.0,1.0,1.0,23.0,0.0
116,few_shot_3,deepseek-14b,identify attack/name calling,0.0,0.0,0.0,0.0,28.0,8.0,8.0,28.0,0.0
117,few_shot_3,deepseek-14b,none,0.8480170980764664,0.7923230530286222,0.7923230530286222,0.8192245927965129,4507.0,4211.0,640.0,936.0,0.0
118,few_shot_3,deepseek-14b,entitlement,0.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0,0.0
119,few_shot_3,deepseek-14b,insulting,0.0686881188118812,0.6379310344827587,0.6379310344827587,0.12402234636871508,174.0,1616.0,1505.0,63.0,0.0
120,few_shot_3,deepseek-8b,bitter frustration,0.0,0.0,0.0,0.0,492.0,13.0,13.0,492.0,0.0
121,few_shot_3,deepseek-8b,impatience,0.0,0.0,0.0,0.0,266.0,6.0,6.0,266.0,0.0
122,few_shot_3,deepseek-8b,mocking,0.0,0.0,0.0,0.0,176.0,2.0,2.0,176.0,0.0
123,few_shot_3,deepseek-8b,irony,0.0,0.0,0.0,0.0,64.0,1.0,1.0,64.0,0.0
124,few_shot_3,deepseek-8b,vulgarity,0.0,0.0,0.0,0.0,71.0,4.0,4.0,71.0,0.0
125,few_shot_3,deepseek-8b,threat,0.0,0.0,0.0,0.0,23.0,6.0,6.0,23.0,0.0
126,few_shot_3,deepseek-8b,identify attack/name calling,0.0,0.0,0.0,0.0,28.0,40.0,40.0,28.0,0.0
127,few_shot_3,deepseek-8b,none,0.855732555530626,0.8462391834923453,0.8462391834923453,0.8509593931280678,4507.0,4457.0,643.0,693.0,0.0
128,few_shot_3,deepseek-8b,entitlement,0.09090909090909091,0.014285714285714285,0.014285714285714285,0.024691358024691357,70.0,11.0,10.0,69.0,0.0
129,few_shot_3,deepseek-8b,insulting,0.08940646130728776,0.6839080459770115,0.6839080459770115,0.15813953488372093,174.0,1331.0,1212.0,55.0,0.0
130,few_shot_3,gemma2_9b,bitter frustration,0.0,0.0,0.0,0.0,492.0,3.0,3.0,492.0,0.0
131,few_shot_3,gemma2_9b,impatience,0.0,0.0,0.0,0.0,266.0,2.0,2.0,266.0,0.0
132,few_shot_3,gemma2_9b,mocking,0.0,0.0,0.0,0.0,176.0,1.0,1.0,176.0,0.0
133,few_shot_3,gemma2_9b,irony,0.022222222222222223,0.015625,0.015625,0.01834862385321101,64.0,45.0,44.0,63.0,0.0
134,few_shot_3,gemma2_9b,vulgarity,0.0,0.0,0.0,0.0,71.0,6.0,6.0,71.0,0.0
135,few_shot_3,gemma2_9b,threat,0.0,0.0,0.0,0.0,23.0,4.0,4.0,23.0,0.0
136,few_shot_3,gemma2_9b,identify attack/name calling,0.0,0.0,0.0,0.0,28.0,2.0,2.0,28.0,0.0
137,few_shot_3,gemma2_9b,none,0.9025413274117937,0.8116263589971155,0.8116263589971155,0.8546728971962617,4507.0,4053.0,395.0,849.0,0.0
138,few_shot_3,gemma2_9b,entitlement,0.04950495049504951,0.07142857142857142,0.07142857142857142,0.05847953216374269,70.0,101.0,96.0,65.0,0.0
139,few_shot_3,gemma2_9b,insulting,0.08887545344619105,0.8448275862068966,0.8448275862068966,0.16083150984682712,174.0,1654.0,1507.0,27.0,0.0
140,few_shot_3,gemma_7b,bitter frustration,0.0,0.0,0.0,0.0,492.0,4.0,4.0,492.0,0.0
141,few_shot_3,gemma_7b,impatience,0.07782101167315175,0.07518796992481203,0.07518796992481203,0.07648183556405354,266.0,257.0,237.0,246.0,0.0
142,few_shot_3,gemma_7b,mocking,0.0,0.0,0.0,0.0,176.0,28.0,28.0,176.0,0.0
143,few_shot_3,gemma_7b,irony,0.030303030303030304,0.015625,0.015625,0.020618556701030927,64.0,33.0,32.0,63.0,0.0
144,few_shot_3,gemma_7b,vulgarity,0.0,0.0,0.0,0.0,71.0,381.0,381.0,71.0,0.0
145,few_shot_3,gemma_7b,threat,0.07913669064748201,0.4782608695652174,0.4782608695652174,0.13580246913580246,23.0,139.0,128.0,12.0,0.0
146,few_shot_3,gemma_7b,identify attack/name calling,0.002861230329041488,0.07142857142857142,0.07142857142857142,0.005502063273727648,28.0,699.0,697.0,26.0,0.0
147,few_shot_3,gemma_7b,none,0.865990990990991,0.17062347459507432,0.17062347459507432,0.2850787766450417,4507.0,888.0,119.0,3738.0,0.0
148,few_shot_3,gemma_7b,entitlement,0.00477326968973747,0.02857142857142857,0.02857142857142857,0.0081799591002045,70.0,419.0,417.0,68.0,0.0
149,few_shot_3,gemma_7b,insulting,0.04201124710552431,0.7298850574712644,0.7298850574712644,0.07944948389114795,174.0,3023.0,2896.0,47.0,0.0
150,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,bitter frustration,0.30390492359932086,0.3638211382113821,0.3638211382113821,0.33117483811285847,492.0,589.0,410.0,313.0,0.0
151,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,impatience,0.19247787610619468,0.32706766917293234,0.32706766917293234,0.24233983286908078,266.0,452.0,365.0,179.0,0.0
152,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,mocking,0.2871287128712871,0.32954545454545453,0.32954545454545453,0.30687830687830686,176.0,202.0,144.0,118.0,0.0
153,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,irony,0.0916030534351145,0.1875,0.1875,0.12307692307692308,64.0,131.0,119.0,52.0,0.0
154,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,vulgarity,0.5272727272727272,0.4084507042253521,0.4084507042253521,0.4603174603174603,71.0,55.0,26.0,42.0,0.0
155,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,threat,0.375,0.6521739130434783,0.6521739130434783,0.47619047619047616,23.0,40.0,25.0,8.0,0.0
156,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,identify attack/name calling,0.13725490196078433,0.25,0.25,0.17721518987341772,28.0,51.0,44.0,21.0,0.0
157,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,none,0.9211700545364403,0.8244952296427779,0.8244952296427779,0.870155719470788,4507.0,4034.0,318.0,791.0,0.0
158,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,entitlement,0.10077519379844961,0.18571428571428572,0.18571428571428572,0.1306532663316583,70.0,129.0,116.0,57.0,0.0
159,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,insulting,0.26063829787234044,0.28160919540229884,0.28160919540229884,0.27071823204419887,174.0,188.0,139.0,125.0,0.0
160,few_shot_3,llama3.1_8b,bitter frustration,0.0,0.0,0.0,0.0,492.0,13.0,13.0,492.0,0.0
161,few_shot_3,llama3.1_8b,impatience,0.0,0.0,0.0,0.0,266.0,5.0,5.0,266.0,0.0
162,few_shot_3,llama3.1_8b,mocking,0.0,0.0,0.0,0.0,176.0,2.0,2.0,176.0,0.0
163,few_shot_3,llama3.1_8b,irony,0.0,0.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0
164,few_shot_3,llama3.1_8b,vulgarity,0.0,0.0,0.0,0.0,71.0,6.0,6.0,71.0,0.0
165,few_shot_3,llama3.1_8b,threat,0.16666666666666666,0.08695652173913043,0.08695652173913043,0.11428571428571428,23.0,12.0,10.0,21.0,0.0
166,few_shot_3,llama3.1_8b,identify attack/name calling,0.0,0.0,0.0,0.0,28.0,42.0,42.0,28.0,0.0
167,few_shot_3,llama3.1_8b,none,0.920048212133387,0.5080985134235634,0.5080985134235634,0.6546598056032018,4507.0,2489.0,199.0,2217.0,0.0
168,few_shot_3,llama3.1_8b,entitlement,0.03125,0.08571428571428572,0.08571428571428572,0.04580152671755725,70.0,192.0,186.0,64.0,0.0
169,few_shot_3,llama3.1_8b,insulting,0.05305466237942122,0.9482758620689655,0.9482758620689655,0.10048721071863581,174.0,3110.0,2945.0,9.0,0.0
170,few_shot_3,llama3.2_3b,bitter frustration,0.0,0.0,0.0,0.0,492.0,10.0,10.0,492.0,0.0
171,few_shot_3,llama3.2_3b,impatience,0.0,0.0,0.0,0.0,266.0,13.0,13.0,266.0,0.0
172,few_shot_3,llama3.2_3b,mocking,0.0,0.0,0.0,0.0,176.0,4.0,4.0,176.0,0.0
173,few_shot_3,llama3.2_3b,irony,0.0,0.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0
174,few_shot_3,llama3.2_3b,vulgarity,0.0,0.0,0.0,0.0,71.0,7.0,7.0,71.0,0.0
175,few_shot_3,llama3.2_3b,threat,0.15384615384615385,0.08695652173913043,0.08695652173913043,0.1111111111111111,23.0,13.0,11.0,21.0,0.0
176,few_shot_3,llama3.2_3b,identify attack/name calling,0.0,0.0,0.0,0.0,28.0,14.0,14.0,28.0,0.0
177,few_shot_3,llama3.2_3b,none,0.9152704643370033,0.42422897714666075,0.42422897714666075,0.5797453001819285,4507.0,2089.0,177.0,2595.0,0.0
178,few_shot_3,llama3.2_3b,entitlement,0.16666666666666666,0.02857142857142857,0.02857142857142857,0.04878048780487805,70.0,12.0,10.0,68.0,0.0
179,few_shot_3,llama3.2_3b,insulting,0.045025613372876784,0.9597701149425287,0.9597701149425287,0.08601596703579706,174.0,3709.0,3542.0,7.0,0.0
180,few_shot_3,mistral-nemo_12b,bitter frustration,0.08333333333333333,0.0020325203252032522,0.0020325203252032522,0.003968253968253968,492.0,12.0,11.0,491.0,0.0
181,few_shot_3,mistral-nemo_12b,impatience,0.0,0.0,0.0,0.0,266.0,15.0,15.0,266.0,0.0
182,few_shot_3,mistral-nemo_12b,mocking,0.0,0.0,0.0,0.0,176.0,7.0,7.0,176.0,0.0
183,few_shot_3,mistral-nemo_12b,irony,0.0,0.0,0.0,0.0,64.0,2.0,2.0,64.0,0.0
184,few_shot_3,mistral-nemo_12b,vulgarity,0.0,0.0,0.0,0.0,71.0,3.0,3.0,71.0,0.0
185,few_shot_3,mistral-nemo_12b,threat,0.05555555555555555,0.043478260869565216,0.043478260869565216,0.04878048780487805,23.0,18.0,17.0,22.0,0.0
186,few_shot_3,mistral-nemo_12b,identify attack/name calling,0.0,0.0,0.0,0.0,28.0,6.0,6.0,28.0,0.0
187,few_shot_3,mistral-nemo_12b,none,0.8922071861875875,0.8484579542933215,0.8484579542933215,0.8697827817582168,4507.0,4286.0,462.0,683.0,0.0
188,few_shot_3,mistral-nemo_12b,entitlement,0.02512562814070352,0.07142857142857142,0.07142857142857142,0.03717472118959108,70.0,199.0,194.0,65.0,0.0
189,few_shot_3,mistral-nemo_12b,insulting,0.1073318216175359,0.8160919540229885,0.8160919540229885,0.18971275885103542,174.0,1323.0,1181.0,32.0,0.0
190,few_shot_3,mistral_7b,bitter frustration,0.08108108108108109,0.018292682926829267,0.018292682926829267,0.029850746268656716,492.0,111.0,102.0,483.0,0.0
191,few_shot_3,mistral_7b,impatience,0.0,0.0,0.0,0.0,266.0,5.0,5.0,266.0,0.0
